Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar
Malani Bulathsinhala,Premakeerthi De Alwis,D minor | Beat,Old Pops,H.M.Jayawardhana,කන්ද කෙන්ද කරනු පිණිස කන්දට ගරහාලා කෙන්ද කන්ද පාමුල ළඟ සිටියලු තනි වීලා අන්ද මන්ද ගණ අදුරේ කෙන්ද පටලැවීලා කන්ද කඩා වැටේ සිතූ කෙන්ද බලාපල්ලා ගහේ පිපුණ මල් සේරම බඹරුන්ටත් දීලා බලා හිඳී ගසක් ඔහේ සුළගේ හිනැහීලා බඹරු එතත් දෙඹරු එතත් ගහ නැහැ කැළඹීලා ඔහේ සිනා සෙනු මිස විහඟුන්ගේ ගී අහලා කුණාටු සුළි සුළං වැදී ගහකොල පෙරලාවි මුල හොඳනම් ගසක් ළඟදි කුණාටු පරදීවී ගහේම මල් බුදු පුදටත් නෙලා රැගෙන යාවී ඒ ඈයෝම ඒ ගහේම මල් බිම පාගාවී,kanda-kenda,INTRO/INTER |Dm | - | - | C | |Dm | - | - | - | |Dm | F |Dm | - | |Gm | - |Dm | - | CHORUS Dm / C Dm Dm /C Dm Dm / C Dm Dm / C Dm|C|C/Dm| Dm Bb F A F Gm C Dm VERSE 1 Dm C Dm Dm C Dm|C|C/Dm| Dm F Dm F Gm C Dm Back To Chorus VERSE 2 Dm C Dm Dm C Dm|C|C/Dm| Dm F Dm F Gm C Dm Back To Chorus
H.R.Jothipala,Premakeerthi De Alwis,F major | Beat,"Golden Pop, Movie Songs",P.L.A.Somapala,කවුද ඔබ කවුරුන් දෝ මලක පිනි බිඳුවක් දෝ නිහඬ වීලා මන් දෝ පවසන්නෙ මොනවා දෝ සිතුවාට නැත සිතෙන්නේ කවුද ඔබ කවුරුන් දෝ මලක පිනි බිඳුවක් දෝ මදහාස බැල්මෙන් තී මා මත් කරන්නේ ඇයි කල්පනාවෙන් මෙන් නැද්ද නෙත් සළන්නේ සඳපායලා ආ ඒ ඔබ දෝ වසන්තේ සැළලිහිණි ගී පිළිරැව් හඬ දෝ දසන්තේ එදා සීගිරීයෙහී ඇඳුණු රුවක් දෝ රුවක් දෝ...රුවක් දෝ.. වළාකුල වගේ පීරූ හිස පිරිමදින්නම් නෙළා ඕළු මානෙල් මල් ගෙල පළඳවන්නම් මගේ ආදරේ සතුටින් පිළිගන්නවා නම් උදේ මෙන් දිවා රෑ මම් පණ සේ රකින්නම් හිතා ගන්න බෑ තාමත් ඔබ කාගෙ කවු දෝ කවු දෝ...කවු දෝ......,kawda-oba-kawrundo,INTRO |F |- |Gm|C/F| x 3 |F |- |Gm|C7 | CHORUS F			 Gm	F F			 Gm	 F C7 F F			 Gm	F INTER |F | - |Bb | - |G7| - | C |F | |F | - |Bb | - |F |C |F | + | VERSE 1 F C F F C F |F|Bb|C|F| F C F F C F Bb C7 F C7 F C7 F VERSE 2 F C F F C F F C F F C F Bb C7 F C7 F C7 F
Niranjala Sarojini,Premakeerthi De Alwis,D minor | Beat,Old Pops,Stanley Pieris,කෙදිනද කූඩු හදන්නට එන්නේ කෙදිනද කූඩු වෙලා අප ඉන්නේ සෞම්‍ය ප්‍රේම සඳ කිරණේ කවදා තනිවන්නේ බිඳුණු සෙනේ දළු ලියලා ලා ගිනි වනපෙත ඒකාලෝක කෙරේ මා ප්‍රිය හිමි ඔබ එයි විඩාවෙන් දුර එනතුරු දොරකඩ රැක ඉන්නට සෞම්‍ය ප්‍රේම සඳ කිරණේ කවදා තනිවන්නේ දෙපය දොවා පිණි දිය දෝරේ ගිය බිරිඳක වූ දා නේද අගේ මා හිස සිඹ දොඩනා කතන්දර රස මසවුලු සුව‍ඳෙහි තුඩ තබනට සෞම්‍ය ප්‍රේම සඳ කිරණේ කවදා තනිවන්නේ,kedinada-kudu,INTRO | + | + | + | + | | C | - |Bb | C | |Dm | - | - | - | CHORUS Dm Bb C Dm Dm Gm F Dm Dm Bb C F Dm INTER |Dm | + |Bb | C | | C | - |Dm | - | | E | - | - | - | | E | F | G |Bb | |Dm | - | VERSE 1 Dm F G C Bb Dm Dm Bb C C Dm Dm Bb C F Dm Back To Chorus VERSE 2 Dm F G C Bb Dm Dm Bb C C Dm Dm Bb C F Dm Back To Chorus
Niranjala Sarojini,Premakeerthi De Alwis,E Major | Beat,Old Pops,Victor Rathnayaka,ලොව නිසසල වී නවතින මොහොතේ යටිහිත් මතුකොට සිනහ සලා ලොව දොඩමළු වී නෙත් මානන කල අප දෙදෙනා ඉමු තරහා වෙලා තුඩින් තුඩට ගොස් අප ගැන තොරතුරු බොදවී යයි ආදරයක ලස්සන දෙහිතෙහි හිරවී ඇතිතුරු පමණයි අප දෙදෙනාගේ කතාව ලස්සන අනුන් සිටින විට විමසිලි දෑසින් නෙත් සඟලින් හෝ ඉඟි නොකරනු මැන සිතින් දෙදෙන එකතැන ඉන්නා බව දෙතොල් තෙරපලා ගොළු කරගනු මැන,lowa-nisasala-wee,INTRO || E | - | - |B/A| |B7 | - | - | - || CHORUS E B /E A B A B B B7 E INTER | A | - | E |B/E| | E |B7 | - | E | | E | - |B7 | E | | B | - |B7 | E | VERSE 1 E B A B7 E E B7 E A / B B B7 E Back To Chorus VERSE 2 E B A B7 E E B7 E A / B B B7 E Back To Chorus
Malani Bulathsinhala,Premakeerthi De Alwis,C Major | Beat,Classics,Austin Munasinghe,මා එක්කලා අමනාප ව වී දබර දූ ගේ තාත්තා එන්නේ නැහැ ගෙදර වැලි පොල්කටුයි හැඳි රෑනයි පෙරලා ලා මිදුලේ වැටුණු කොළ සේරම අතුගාලා ගේ ළඟ වැට කඩුල්ලට බැරි බර දීලා රෑ එළිවෙන තුරා ඉමු මිදුළට වී ලා හඳ මාමා නැඟෙන තුරු අපි තරු ගනිමූ දෙදෙනාගේ ම දුක තල් අත්තක ලියමූ හඳ මාමා අත ම ඒ පණිවුඩ යවමූ හෙටවත් ගෙදර ඒ දැයි බලමින් හිඳිමූ,ma-ekkala,CHORUS C F C F C F Bb C INTER | C | - | C | F | |Bb | F | C | - | || C | - | F | - | |Bb | - | C | - || VERSE 1 C F C F C F Bb C C F C F Bb C Back To Chorus VERSE 2 C F C F C F Bb C C F C F Bb C Back To Chorus
Milton Mallawarachchi,Premakeerthi De Alwis,G major | Beat,Old Pops,Patrick Denipitya,මා නිසා ඔබ නොපිරෑ පෙරුම් මා නිසා ඔබ නොපැතූ පැතුම් ඒ සිනහ මැද ඉටු වේවිනම් ආයෙ නාවත් කම් නෑ ඉතින් කෝ එදා ඔබ අත පැලැන්දූ මුදුව කෝ කොයිදෝ නෑ මගේ සිත අන් කෙනෙක් ගැන කීවදෝ නැතිදෝ මාලිගාවක රජ කෙනෙක් වත් යනවදෝ කැන්දා වාසනාවන් ඒ සැඳෑවට මා ඇවිත් යනවා,ma-nisa-oba,INTRO/INTER | + | |Am | - | D | - | | G | - | - | - | | C | - | G | - | | G | - | D | - | | G | D | G | - | CHORUS G Am D D/C# C G G7 C Am D7 G VERSE 1 G G7 C D D7 G G7 C Bm Em Am D D7 G Back To Chorus VERSE 2 G G7 C D D7 G G7 C Bm Em Am D D7 G Back To Chorus
Milton Mallawarachchi,Premakeerthi De Alwis,G major | Beat,Old Pops,Clarence Wijewardena,මඟ තොටදී හමුවෙද්දී අපට කතා හැදුනා ලොව කැළඹී ගිනි ගද්දී දෙදෙනා කතා කෙරුවා අවදි වෙලා සිත අමුතු හැඟුම් රහසේ දිනූ පෙම එලිවූ බැවින් මුහුණු වසාගෙන කඳුළු පුරෝගෙන// දෙදෙනා බලා සිටියා විසදී තීරණ නොසිතූ ලෙසින් දෙඅතේ විසූ අප එක්වූ බැවින් නැකත උදාවිය සතුට දරාගෙන කඳුළු කඩා වැටුණා,maga-thotadee,INTRO/INTER || G | - | C | - | | D | - | G | - || CHORUS G C G D D D7 G G C G D D D7 G VERSE 1 G G7 C D D7 G G C Am G D D7 G Back To Chorus VERSE 2 G G7 C D D7 G G C Am G D D7 G Back To Chorus
"Angelin Gunathilaka, H.R.Jothipala",Premakeerthi De Alwis,G major | Beat,"Duets, Movie Songs",M.K.Roksami,මල් වැහි සීතල මල් වැස්සේ මල් මදහාසය මං දැක්කේ// මනමාලියක්ගේ සේලේ නිල් මීදුමක් ද පාවේ ආදරයකි මාගේ මදහාසයක් ද යාවේ නිල් නෙත්මිණි පහනේ රන් කාන්තිය පාවේ මද සීතල යාමේ කුමරිය ලඟ මා නේ මනමාලියක්ගේ සේලේ නිල් මීදුමක් ද පාවේ පෙම්වන්තයාගෙ දෑතේ පැටලී හිදින්නේ මා සීතලේ දැන් නැතිවේ උනුසුම විදිමී මා රණ හංස රාණි මාවේ ඔබ ප්‍රේම විලේ පාවේ// පෙම්වන්තයාගෙ දෑතේ පැටලී හිදින්නේ මා,mal-wehi-seethala,INTRO ||G |- |D |Am | |G |- |- |- || |G |- |- |- | CHORUS G	 D	Am G	 D INTER |C |- |C/G|G | |C/G|C/G|C/G|G | |D |- |G |- | |G |C/G|C/G|G | |C/G|G |- |- | |G |C |D |G | VERSE 1 Gm	 F	 Gm F	 Gm (G|G) Gm	 F	 Gm F	 Gm (G|G) C	 G		C	 G C	 G	 C	 G Gm	 F	 Gm F	 Gm VERSE 2 Gm	 F Gm F	 Gm (G|G) Gm	 F	 Gm F	Gm (G|G) C	 G C	 G Gm	 F Gm F	 Gm
Mervin Perera,Premakeerthi De Alwis,D minor | Beat,"Classics, Old Pops",Mervin Perera,මේ නගරය මා ඔබ මුණ ගැසුණු නගරයයි මේ නගරය මා ඔබ වෙන් කෙරුණු නගරයයි වැව් ඉවුරේ දිය රළ පෙර සේම නැගෙනවා නුග ගස් පෙළ අප නැතිවත් තව දළු ලනවා සරසවි බිම කඳු රැල්ලෙන් එතෙර පෙනෙනවා ඔබත් එක්ක ආයෙත් එහි යන්න හිතෙනවා ඔබ අත ගෙන ගිය වීදියෙ ඈ හා යනවා සිඟිති පුතා අතැඟිල්ලක එල්ලී එනවා ඒ කාලේ පැතූ පැතුම් යළි සිහි වෙනවා ජීවිතයම හීනයෙකැයි කියා සිතෙනවා,me-nagaraya,INTRO Ad lib |Dm | - | A | - | |Bb | A | Dm | - | |- | - | CHORUS Dm A Dm A Bb Bdim F A		 Dm INTER | Dm | |F | G | Bb | Dm | |Dm | Gm | Dm | - | |F | Gm | Bb | Dm | |Dm | C | Bb | Dm | VERSE 1 Dm	 F			 Bb C				 Dm Dm Gm		F 	Dm	 A A Bb A	 Dm A Dm VERSE 2 Dm	 F			 Bb C			 Dm Dm Gm	 F Dm		 A A Bb A	 Dm	A Dm
Sujatha Attanayaka,Premakeerthi De Alwis,F major | Beat,Old Pops,Lional Samarasinghe,මීදුම් වලාවන් ගලා ලා කඳු රැලි පාමුලේ සවනට මොනවා ද මුමුණා කියන්නේ// මා නම් අනේ නෑ නෙ දන්නේ කවුදෝ ළංවෙවී සවනට මොනවා ද මුමුණා කියන්නේ මීදුම් වලාවන් ගලා ලා… සඳ රෑට ඉන්නේ තරු දහස මැද්දේ ආඩම්බරෙන් මත් වෙලා ම යි// ඒ වාගෙ කවුදෝ ඇවිල්ලා// මොනවාද මුමුණා කියන්නේ// හෙට සීත පින්නේ තව මල් පිපේවී ඒ මල් පිපෙන්නේ ඉබේමයි අද වාගෙ දවසක් උදා වේ හමු වේව හෙට වාසනාවේ,meedum-walawan,INTRO | F |Gm |C7 | F | | F | - |Eb | - | | F | - |F/C7|F | |C/Bb|F | F |Bb | | C | F | CHORUS F F/Bb F C C F F F/Bb F C C F F F/Bb F INTER |Bb | - | F | - | |Bb |Gm |C7 | F | | F | - |F/C7|F | |C/Bb|F | F |Bb | | C | F | VERSE 1 F Bb F F Before Rpt |C/Bb|F/Gm|F/C| F | F Bb F Gm C7 F Back To Chorus VERSE 2 F Bb F F Before Rpt |C/Bb|F/Gm|F/C| F | F Bb F Gm C7 F Back To Chorus
Sunil Edirisinghe,Premakeerthi De Alwis,G major | Beat,Old Pops,H.M.Jayawardhana,මිනිසෙකු පිට නැගි අසරුවෙකි ඒ බර ගෙයි වහලෙට බරකි පාන්දරින් පැරදුණු ඒ මිනිහා හැන්දෑවෙත් අසු පිටට නගී හෙට මම ගෙදරට සුර සැප දෙනවා අද රෑ ලුණු මිරිසෙන් ගත වෙනවා කාසි මල්ල සතෙකුගෙ පිට යනවා දූ දරුවන් පැදුරේ නිදියනවා ඉරණම් විසඳුම සතෙකුට දෙනවා තිරිසනෙකුට මිනිසෙකු පරදිනවා දරුවන් බිරිඳත් ගිනි උහුලනවා හීනෙන් නුඹ තව ගෙවල් හදනවා,miniseku-pita-nagi,INTRO/INTER | G | - | - | - | || G |Am/G| G | - | | G |G/Am| G | - || | G | - | - | - | CHORUS G Dm Gm G Dm F Am F C G F G F Dm G | G | - | - | - | VERSE 1 G F G G F G G Cm G Dm G | G | - | - | - | Back To Chorus VERSE 2 G F G G F G G Cm G Dm G | G | - | - | - | Back To Chorus
Victor Rathnayaka,Premakeerthi De Alwis,D minor | Beat,"Classics, Movie Songs",Sarath Dasanayaka,මියුරු කල්පනා නෙතක දැල් වුනා අමයුරු රස හසකැන් මැද සිතත් හිනැහුනා වරෙක නැලැවුනා වරෙක ලතැවුනා නුපුරුදු ගිණි දහසක් මැද සිතක් මැලැවුනා මියුරු කල්පනා හිමගිර මට වැලි අහුරකි මහ සමුදුර දිය රැල්ලකි // කටු අකුලෙන් මල් පුබුදමි ඔබ සැනසේ නම් පිණි බිඳකින් මුතු අමුණමි දිනිසුරුගෙන් සීතල දෙමි // කඩුතුඩු මත සැතපෙන්නෙමි ඔබ සැනසේ නම්,miyury-kalapana,INTRO |Dm |Am | C | A | |Dm | - | C | - | |Bb | - |A7 |Dm | CHORUS Bb Dm F Bb Bb C F C A7 Dm Dm Bb Dm F Bb Bb C F C A7 Dm Dm Bb Dm INTER 1 |Dm | - | C | - | |Dm | C | F |Dm | | F | - | G | - | | F | - |Dm | - | VERSE 1 Dm C Dm C C G Bb Dm Am Gm Bb Dm C A7 Dm INTER 2 |Dm |Bb | C |Am | |A7 | - |Dm | - | |Dm | - | A | - | |Bb | F |Dm | - | VERSE 2 Dm C Dm C C G Bb Dm Am Gm Bb Dm C A7 Dm
